SMILES_spectra,CAS,Molecular_Formula,Precursor_m/z,Spectrum,Ionization_Mode,Instrument_Type,Collision_Energy,SMILES_tox,Response_Modifier,Response,Response_Unit
'CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','2164-09-2','C10H9Cl2NO','227.9988','55.0189:100.000000 70.9461:0.471455 86.0036:1.253883 89.0035:0.394550 98.9643:2.703519 100.0193:1.647205 113.9985:2.538875 114.0351:0.360399 121.9803:6.759390 123.996:0.693131 124.9799:5.336717 128.0505:0.869127 149.9752:23.101188 155.0376:2.587010 156.0455:11.779725 159.9726:3.063162 160.9567:6.835663 183.9727:0.723671 185.9519:7.261420 190.0067:3.413099 197.9884:0.554729 211.9674:0.397486 225.9832:3.847529 227.9987:0.969882','negative','LC-ESI-QFT','75','CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','',1800,'mg/kg'
'CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','2164-09-2','C10H9Cl2NO','227.9988','55.0189:100.000000 70.9461:1.164017 98.9643:0.366941 100.0194:0.328163 113.9985:0.690814 121.9802:2.117474 123.9959:0.549682 124.98:3.279027 128.0506:1.094783 149.9752:23.880777 155.0377:1.864180 156.0455:23.943874 159.9726:6.279628 160.9566:14.387066 176.9987:0.837992 183.9727:1.108054 185.9519:23.528842 187.9666:0.337130 190.0065:5.698754 192.0218:1.680169 197.9883:2.034422 200.004:0.306175 211.9669:0.466637 212.9753:0.534864 225.9832:13.799543 227.9989:18.346836','negative','LC-ESI-QFT','60','CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','',1800,'mg/kg'
'CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','2164-09-2','C10H9Cl2NO','227.9988','55.0189:48.840737 70.9461:0.801988 121.9805:0.132758 124.9799:0.472525 128.0504:0.292942 149.9752:6.735321 155.0374:0.336412 156.0455:20.714660 159.9726:4.551737 160.9566:8.275174 176.9984:0.787237 183.9732:0.703656 185.9519:22.095815 187.9684:0.182549 190.0065:4.329468 192.0222:2.492677 197.988:1.504649 200.0038:0.966290 209.9881:0.564440 210.9722:0.251045 211.9675:0.496971 211.9795:0.267628 212.9753:1.509856 225.9833:15.624172 227.9989:100.000000','negative','LC-ESI-QFT','45','CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','',1800,'mg/kg'
'CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','2164-09-2','C10H9Cl2NO','227.9988','55.0189:4.980001 70.9461:0.190850 149.9752:0.121839 156.0456:3.177775 159.9726:0.460991 160.9567:0.784929 176.9988:0.112676 185.9519:2.312284 190.0066:0.547505 192.0222:0.814696 197.9886:0.111938 200.0038:0.275554 209.9884:0.193358 211.9676:0.161762 211.9806:0.132352 212.9753:0.410767 225.9834:2.608251 227.9989:100.000000','negative','LC-ESI-QFT','30','CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','',1800,'mg/kg'
'CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','2164-09-2','C10H9Cl2NO','227.9988','55.0189:1.111219 156.0455:0.835585 159.9726:0.124079 160.9567:0.162657 185.9518:0.413246 190.0071:0.136266 192.0221:0.286924 212.975:0.131152 225.9834:0.728067 227.9988:100.000000','negative','LC-ESI-QFT','15','CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1','',1800,'mg/kg'
'CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','81-14-1','C14H18N2O5','295.1288','161.0947:100.000000 165.0524:27.419355 221.117:32.903226','positive','LC-ESI-QTOF','Ramp 21.4-32.1 eV','CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','>',10000,'mg/kg'
'CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','81-14-1','C14H18N2O5','295.1288','161.0937:100.000000','positive','LC-ESI-QTOF','40 eV','CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','>',10000,'mg/kg'
'CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','81-14-1','C14H18N2O5','295.1288','161.0942:100.000000 165.0537:33.783784','positive','LC-ESI-QTOF','30 eV','CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','>',10000,'mg/kg'
'CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','81-14-1','C14H18N2O5','295.1288','183.0669:69.565217 203.1049:62.318841 221.1163:100.000000','positive','LC-ESI-QTOF','10 eV','CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O','>',10000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','61.9706:1.918163 63.9625:0.994757 77.9655:2.245846 78.9734:1.818072 79.9812:1.407706 91.0428:2.052411 92.0506:100.000000 93.0346:1.709237 93.9605:0.544749 94.0297:0.315029 95.0139:0.280598 107.0377:0.851796 108.0217:0.695401 116.0506:2.639112 119.0503:0.116672 134.0612:56.093424 135.0452:1.638229 136.0403:0.128795','negative','LC-ESI-QFT','90','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','61.9706:0.406030 63.9624:0.152100 77.9655:0.732229 78.9733:0.678772 79.9812:0.637274 91.0426:0.767419 92.0506:68.620559 93.0346:0.863168 93.9604:0.133431 107.0377:0.549010 108.0217:0.326887 116.0506:1.091998 119.0377:0.228652 119.0502:0.113365 134.0611:100.000000 135.0451:2.063160 198.0231:0.951734','negative','LC-ESI-QFT','75','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','77.9656:0.103664 78.9734:0.113338 91.0424:0.226198 92.0506:21.034950 93.0345:0.164971 107.0375:0.149037 116.0506:0.214041 134.0611:100.000000 135.045:1.441370 198.023:6.201947','negative','LC-ESI-QFT','60','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','78.9734:0.115949 91.0423:0.145271 92.0506:3.802521 134.0611:100.000000 135.045:1.466119 198.023:44.034779','negative','LC-ESI-QFT','45','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','78.9735:0.261556 92.0505:0.201017 134.0612:26.899289 135.0452:1.297457 155.0042:0.146148 198.023:100.000000 323.107:8.180165','negative','LC-ESI-QFT','30','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','323.1071','78.9734:0.119745 134.061:0.984579 135.0452:0.494297 155.0048:0.107360 198.023:48.832730 323.1069:100.000000','negative','LC-ESI-QFT','15','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','325.1217','53.0022:1.049626 53.0386:4.712168 55.0543:17.230009 65.0386:18.573905 67.0542:4.449030 69.0334:0.827616 79.0542:7.386362 81.0336:0.799438 81.0699:2.747204 83.0855:1.997338 91.0542:100.000000 93.0699:3.649929 95.0491:9.661109 95.0854:0.624073 103.0542:3.864195 105.0448:4.558455 105.0699:9.584265 107.0491:3.772666 107.0854:1.095106 109.0648:0.641943 109.1012:0.488127 115.0542:8.699463 117.0699:5.764229 119.0492:1.630421 119.0856:8.442152 121.0648:9.383700 128.062:14.439579 129.0699:6.180174 130.0778:2.281170 131.0491:2.969680 131.0857:2.434313 132.0569:7.466391 133.0647:0.856209 133.1009:0.585793 135.0808:0.606098 141.0699:6.919965 142.0777:3.140306 143.0855:3.514060 144.0569:2.740108 145.0648:6.209984 145.1013:1.533635 147.0554:2.226600 147.0805:7.771512 152.0618:2.687920 153.0697:4.138263 155.0605:1.250088 155.0855:3.009229 157.0649:2.896748 158.0726:6.355435 159.0805:2.239627 165.0699:9.774988 166.0778:2.771886 167.0852:3.271383 169.0646:2.396759 171.0804:7.605445 173.0962:1.121445 178.0777:4.679302 179.0856:8.169871 180.0934:1.847406 181.0648:6.021747 181.1015:1.694781 182.0729:2.681031 183.0803:1.260214 189.0697:4.660032 190.0778:3.668317 191.0853:4.060357 193.1011:2.162680 194.0723:2.860203 195.0806:7.491513 195.1172:0.711509 196.0884:2.729126 197.0961:1.446897 202.0778:3.155120 203.0852:3.209639 204.094:1.352468 205.1015:2.012722 207.0803:5.391432 207.1169:0.628864 208.0885:4.422535 209.096:5.047773 210.1039:1.301343 215.0855:3.607972 216.0936:1.767558 217.1011:1.063223 219.0804:2.237633 219.1174:0.851237 220.0883:1.023545 221.0963:4.208994 222.1037:2.301656 223.1121:3.064213 224.1197:0.470541 228.0937:0.634821 229.1015:1.694418 232.0878:1.231518 233.0956:0.958460 234.1039:0.994046 235.1117:1.133385 236.1198:0.676105 245.096:1.333173 246.1042:0.489577 247.1119:0.888868 259.1116:1.062835 261.1251:0.573413','positive','LC-ESI-QFT','90','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','325.1217','53.0022:0.742163 53.0386:2.467484 55.0543:20.026807 65.0386:7.058677 67.0542:2.410704 69.0334:1.517718 79.0542:5.142045 81.0334:0.638857 81.0699:2.336764 83.0856:4.835813 91.0543:100.000000 93.0699:4.227313 95.0493:5.692247 95.0854:1.241161 97.0651:0.656451 103.0543:1.505730 105.0446:1.698000 105.0699:8.129653 107.0492:1.798116 107.0857:2.276794 109.0648:0.917582 115.0542:3.636222 117.07:3.981485 119.0492:5.300768 119.0856:8.535196 121.0648:10.856162 128.062:6.155933 129.0701:3.691329 130.0776:1.076367 131.0494:0.810930 131.0858:1.655780 132.0569:3.477314 133.0649:1.303981 135.0803:1.299180 137.06:1.971553 141.0699:1.758466 142.078:1.531688 143.0854:3.138587 144.0572:1.318013 145.0648:4.641994 145.1014:1.377550 147.0553:9.428121 147.0805:14.384463 152.0627:0.677329 153.0701:1.547610 155.0602:1.399078 155.0857:1.471532 157.0648:0.676245 158.0728:5.580454 159.0806:3.630089 165.0701:3.608344 166.0778:1.590698 167.0856:1.006081 169.065:1.541910 171.0805:11.079656 173.0963:2.612361 178.0778:1.907989 179.0858:2.841926 180.0936:1.522767 181.0649:2.224537 181.1014:2.042241 182.0729:1.615324 183.0804:1.229297 189.0702:1.568333 190.0778:2.872996 191.0857:2.017057 193.1012:1.581529 194.073:2.222616 195.0806:3.819664 196.0888:2.443013 197.0961:3.290433 202.0778:0.870498 203.086:1.679538 204.0934:0.624267 205.1017:1.966999 207.0808:1.682977 207.1172:0.724382 208.0885:5.900966 209.0961:3.774563 210.104:1.258477 211.1117:0.931304 215.0858:1.501579 216.0939:0.960174 217.1012:1.290444 219.0807:1.670122 220.0889:0.716979 221.0964:2.555147 222.1044:3.058513 223.1121:4.099443 228.0938:0.616523 229.1015:0.624731 232.0879:1.185311 233.0968:1.599434 234.1047:2.003520 235.1118:1.666528 236.1203:1.126022 237.1276:1.278425 245.0967:1.342949 246.1044:0.799438 247.1124:0.868422 249.1284:1.333439 259.1119:2.075230','positive','LC-ESI-QFT','75','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','325.1217','55.0543:40.167282 67.0543:4.853315 79.0543:5.498173 81.07:6.810814 83.0856:52.239227 91.0543:46.488967 93.0699:9.863972 95.0493:2.776265 95.0856:6.591235 97.065:4.309919 100.1121:2.382419 105.07:10.796020 107.0856:9.319322 109.0649:2.001110 109.1014:4.208905 111.0444:1.767651 117.07:2.956353 119.0493:27.020543 119.0856:11.639234 121.0649:36.091360 125.0599:3.491152 129.07:3.843805 130.079:1.630279 131.0858:6.043271 133.0653:2.578447 133.1014:6.016406 135.0807:11.208314 137.0599:20.425279 143.0856:4.535140 145.0647:8.502346 145.1014:4.651377 147.0554:100.000000 147.0805:99.295949 149.0963:2.781101 151.0755:3.497063 157.1014:6.284164 158.0729:1.994842 159.0806:15.603396 161.0962:10.994018 163.076:5.008955 165.0911:4.082280 171.0806:60.323190 173.0963:30.641097 179.0857:2.504209 183.0113:54.388813 185.0966:8.904610 187.1122:4.227353 195.081:3.932550 195.1172:4.326127 196.0884:2.715997 197.0962:16.171688 199.1123:7.680356 200.038:8.551510 205.1017:6.478938 208.0887:6.804814 209.0963:11.859440 210.1047:4.348515 211.112:13.822133 219.1165:2.041767 221.0961:9.041982 222.1042:3.240946 223.112:40.468800 224.12:5.774349 225.1282:10.615127 233.0963:2.247466 234.1039:4.861106 235.112:5.684171 236.1203:3.068292 237.1277:16.111061 245.0965:4.533707 247.1118:5.137282 249.1276:10.789483 259.1121:4.771465 261.1278:5.754021 263.1429:8.235573','positive','LC-ESI-QFT','45','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','325.1217','55.0543:22.143846 83.0856:68.788559 91.0545:3.266103 93.07:4.646739 97.0647:3.178417 100.1121:6.426383 107.0856:7.890958 111.0441:3.167175 119.0493:6.031423 119.0859:4.879518 121.0647:17.538777 125.0601:4.476764 131.0853:3.623440 133.0653:2.705364 133.101:3.671855 135.0807:9.851519 137.06:4.511838 147.0553:22.092134 147.0805:65.058997 149.0964:3.641727 151.0757:3.057756 157.1015:3.103472 159.0809:5.493018 161.0961:7.945218 163.0756:4.257325 165.0915:7.241934 171.0806:40.094071 173.0964:23.407119 183.0112:100.000000 185.0963:5.006026 187.112:5.368759 197.0965:12.887541 199.1122:8.444352 200.0377:69.609207 209.0963:8.283670 211.1119:9.218534 221.0963:4.030542 223.1119:43.425226 225.1279:10.166288 235.1116:5.321394 237.1275:12.919017 243.0436:39.966215 247.1118:7.518032 249.1275:16.569888 261.1271:4.342912 263.1429:16.295289','positive','LC-ESI-QFT','30','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','968-81-0','C15H20N2O4S','325.1217','83.0855:6.252268 100.1121:0.817548 119.0497:0.780004 125.0598:0.727540 147.0804:5.256358 163.0753:0.670810 165.0908:0.788538 171.0805:2.106076 183.0112:2.353540 185.0963:1.039178 197.0966:0.670975 200.0378:14.234073 221.096:0.619703 223.1117:1.908462 237.1281:1.479757 243.0436:100.000000 249.1276:1.437482','positive','LC-ESI-QFT','15','CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1','>',2000,'mg/kg'
'CC(=O)C=CC1=CC=CC=C1','937-53-1','C10H10O','147.0804','69.0335:0.662793 79.0542:0.199480 91.0542:2.548688 103.0542:1.068991 105.0334:0.178025 105.0698:0.586929 107.049:0.424851 115.0541:0.117620 117.0699:0.667639 119.049:0.196759 119.0855:2.289992 127.0543:0.340219 128.062:7.855140 129.0698:90.133298 132.0571:0.270958 145.0647:0.885111 147.0803:100.000000 155.0603:0.934757','positive','LC-ESI-QFT','35  (nominal)','CC(=O)C=CC1=CC=CC=C1','',2031,'mg/kg'
'CC(=O)C=O','NaN','C3H4O2','NaN','41.0:33.909 43.0:9.903 45.0:79.186 55.0:14.77 73.0:100.0','positive','Quattro_QQQ','NaN','CC(=O)C=O','',1165,'mg/kg'
'CC(=O)C=O','NaN','C3H4O2','NaN','39.0:19.945 41.0:41.969 43.0:70.842 45.0:100.0 55.0:20.522 58.0:16.965 72.0:21.973 73.0:57.254','positive','Quattro_QQQ','NaN','CC(=O)C=O','',1165,'mg/kg'
'CC(=O)C=O','NaN','C3H4O2','NaN','41.0:33.909 43.0:9.903 45.0:79.186 55.0:14.77 73.0:100.0','positive','Quattro_QQQ','NaN','CC(=O)C=O','',1165,'mg/kg'
'CC(=O)CCC(O)=O','NaN','C5H8O3','NaN','41.235:60.55 43.233:30.275 55.195:8.142 69.196:13.933 70.468:17.661 71.186:41.514 112.101:9.346 113.006:18.578 113.873:40.826 115.005:100.0','positive','Quattro_QQQ','NaN','CC(=O)CCC(O)=O','',1850,'mg/kg'
'CC(=O)CCC(O)=O','NaN','C5H8O3','NaN','41.258:72.727 43.248:37.603 55.156:14.36 69.11:30.992 71.053:100.0 96.966:8.264 113.014:6.715 114.169:16.322 114.919:92.562','positive','Quattro_QQQ','NaN','CC(=O)CCC(O)=O','',1850,'mg/kg'
'CC(=O)CCC(O)=O','NaN','C5H8O3','NaN','71.164:100.0 97.058:11.796 115.005:51.056','positive','Quattro_QQQ','NaN','CC(=O)CCC(O)=O','',1850,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','50.0151:1.151415 51.0229:1.860934 53.0022:0.964051 53.0386:9.779277 55.0179:4.725134 55.0543:21.566453 65.0386:10.125135 67.0542:21.374649 77.0386:19.424304 79.0542:2.039315 81.0335:2.209675 81.07:0.518614 91.0542:25.165618 93.0334:0.289815 93.07:0.323848 94.0414:0.567684 95.0492:38.107386 103.0543:2.328010 104.0621:1.458149 105.0336:17.378746 107.0491:1.195278 109.0285:0.466861 109.0649:0.481456 110.0363:1.100613 111.0441:1.231570 115.0543:1.004047 117.0699:1.322954 119.0492:1.974393 119.0857:0.758538 123.0441:100.000000 128.0622:0.329420 131.0491:1.029272 132.057:0.472030 133.065:0.246740 137.0597:1.091245','positive','LC-ESI-QFT','90','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','50.0152:0.190332 51.0231:0.309261 53.0022:0.419647 53.0386:3.660835 55.0179:1.841284 55.0543:16.623848 65.0386:2.675615 67.0542:9.785509 77.0386:4.891909 79.0542:0.704862 81.0335:0.995617 81.0699:0.360911 91.0543:13.095075 93.0335:0.257167 93.0701:0.164459 94.0413:0.306203 95.0492:16.382012 103.0542:0.992603 104.062:0.669068 105.0336:7.864058 107.0491:0.786803 109.0285:0.449739 109.065:0.348156 110.0363:0.445645 111.0441:1.261483 115.0542:0.327043 117.0699:0.886698 119.0492:1.948660 119.0856:1.225544 123.0441:100.000000 128.0621:0.119127 131.0492:0.254819 132.0569:0.366379 133.0649:0.119517 137.0598:2.053174 147.0804:0.331707 150.0677:0.110068','positive','LC-ESI-QFT','75','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','51.0231:0.165188 53.0023:0.116026 53.0386:1.112254 55.0542:15.343730 65.0385:0.596055 67.0542:2.962894 77.0385:0.925734 79.0543:0.235577 81.0335:0.247300 81.0699:0.156439 91.0542:6.333574 93.0336:0.206074 95.0491:6.211531 103.0543:0.396484 104.0621:0.127035 105.0335:2.071857 107.049:0.412518 109.0284:0.421213 109.065:0.265479 110.0362:0.276923 111.0441:1.301904 117.0698:0.527795 119.0492:1.406952 119.0856:2.035930 123.044:100.000000 131.0493:0.112218 132.057:0.214519 137.0597:4.152207 147.0804:1.056056 150.0677:0.187803 165.091:0.969560','positive','LC-ESI-QFT','60','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','51.0231:0.149804 53.0022:0.105855 53.0386:0.363507 55.0543:12.722034 65.0386:0.119931 67.0542:0.517018 77.0386:0.129266 91.0542:2.447450 95.0492:1.367683 105.0335:0.296716 107.0491:0.194881 109.0284:0.523699 109.0648:0.138926 109.1012:0.119771 111.0441:1.121794 117.07:0.187499 119.0493:0.577738 119.0856:2.372581 123.0441:100.000000 137.0598:5.838006 137.0963:0.333908 147.0805:1.854392 150.0674:0.106756 165.0911:6.902177','positive','LC-ESI-QFT','45','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','51.0231:0.163903 53.0387:0.228279 55.0543:8.474448 77.0385:0.129890 91.0542:0.705604 95.0491:0.218341 109.0285:0.456029 111.0441:1.031003 119.0856:2.014058 123.0441:100.000000 137.0598:7.189209 137.096:0.515065 147.0805:2.511265 165.0911:41.836881','positive','LC-ESI-QFT','30','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)CCC1=CC=C(O)C=C1','5471-51-2','C10H12O2','165.091','51.0231:0.161764 53.0386:0.205484 55.0542:8.449769 67.0543:0.101218 77.0384:0.108646 91.0542:0.667201 95.0491:0.194659 109.0284:0.384458 111.044:0.960545 119.0495:0.112736 119.0856:2.050326 121.0649:0.102418 123.044:100.000000 137.0597:7.345289 137.096:0.368012 147.0805:2.725075 165.091:42.898709','positive','LC-ESI-QFT','15','CC(=O)CCC1=CC=C(O)C=C1','',1320,'mg/kg'
'CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','66108-95-0','C19H26I3N3O9','821.8876','374.9839:57.485030 449.0232:100.000000 803.8674:72.455090','positive','LC-ESI-QTOF','Ramp 32.3-48.4 eV','CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','>',20000,'mg/kg'
'CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','66108-95-0','C19H26I3N3O9','821.8876','374.9865:100.000000 449.0129:74.657534 449.0274:60.958904 528.863:58.904110','positive','LC-ESI-QTOF','50 eV','CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','>',20000,'mg/kg'
'CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','66108-95-0','C19H26I3N3O9','821.8876','803.8787:100.000000','positive','LC-ESI-QTOF','40 eV','CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','>',20000,'mg/kg'
'CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','66108-95-0','C19H26I3N3O9','821.8876','821.878:100.000000 821.8989:90.425532','positive','LC-ESI-QTOF','20 eV','CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I','>',20000,'mg/kg'
'CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','65277-42-1','C26H28Cl2N4O4','531.156','157.9686:0.134262 158.9767:0.345618 163.0311:0.178344 172.956:0.204301 174.0916:0.825214 178.1105:0.117626 185.9636:1.265946 192.1022:0.197934 200.1077:0.196960 203.0377:0.138507 209.0366:0.205666 216.1022:1.485667 216.1262:0.165915 217.1338:2.230529 219.1132:1.164348 220.121:0.980065 234.1128:1.078728 235.1445:1.479672 238.0066:0.430382 244.0057:4.790208 247.0636:0.320512 255.0091:5.975386 259.1445:0.449097 267.0088:0.996590 268.0166:0.165233 277.1554:0.318688 281.0257:0.327183 282.0326:0.463300 311.0355:1.126670 420.0768:0.948716 421.1088:1.472915 463.1185:0.301704 489.1455:100.000000 490.1483:0.785519 513.1467:0.503113','positive','LC-ESI-ITFT','55 (nominal)','CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','',166,'mg/kg'
'CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','65277-42-1','C26H28Cl2N4O4','531.156','158.9768:0.328193 172.0759:0.150148 172.9558:0.195034 174.0917:0.728204 177.1023:0.258816 178.1109:0.136353 185.9637:1.272746 186.9706:0.143821 192.1021:0.199685 200.1079:0.203364 203.0371:0.146129 209.0363:0.277918 216.1024:1.472072 216.1268:0.212009 217.134:2.036951 219.1131:1.155945 220.121:0.914899 234.113:1.012201 235.1446:1.292380 238.0065:0.300909 244.0058:4.592856 247.0642:0.219711 255.0092:5.767084 259.1448:0.441832 267.0094:0.820036 268.0166:0.182662 277.1553:0.362234 281.0248:0.448691 282.033:0.599975 311.0358:1.023486 378.0668:0.157999 421.1088:1.280118 463.1205:0.320260 471.1378:0.170931 489.1458:100.000000 490.1495:0.671104 513.1461:0.520736 531.1581:0.268860','positive','LC-ESI-ITFT','35 (nominal)','CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','',166,'mg/kg'
'CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','65277-42-1','C26H28Cl2N4O4','531.156','70.0651:11.602369 71.0604:4.103344 81.0448:41.852899 82.0526:100.000000 83.0602:2.080823 86.0601:4.826921 109.0398:2.838633 112.0758:29.319434 118.0653:7.221031 120.0445:31.455096 120.0809:9.166766 122.0601:26.416245 130.0653:8.158661 132.081:4.561213 134.0602:20.143956 135.068:8.439559 136.0759:14.545934 144.0811:6.357452 146.0967:9.058205 148.0759:23.616815 150.0234:7.012396 157.9686:9.651999 158.0967:5.030474 158.9765:50.743514 160.0758:4.785596 162.0916:1.856104 167.0263:2.668810 167.0818:18.846074 169.9687:26.334265 170.9766:6.665211 172.0755:2.020511 172.9558:22.976390 174.0915:13.591774 177.1024:9.195303 184.9923:4.812513 185.9635:11.930009 186.9716:1.463517 192.102:2.715161 203.0376:5.305900 255.0092:10.219380 267.009:5.775887','positive','LC-ESI-ITFT','80 (nominal)','CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','',166,'mg/kg'
